b,book_eng,book_th,t_x,g,type,id,c,v,bible_eng,bible_th,word_count
40,Matthew,มัทธิว,NT,5,Gospels,40001020,1,20,"But while he thought on these things, behold, the angel of the LORD appeared unto him in a dream, saying, Joseph, thou son of David, fear not to take unto thee Mary thy wife: for that which is conceived in her is of the Holy Ghost.","แต่เมื่อโยเซฟยังคิดในเรื่องนี้อยู่ ดูเถิด มีทูตสวรรค์ขององค์พระผู้เป็นเจ้า มาปรากฏแก่โยเซฟในความฝันว่า ""โยเซฟ บุตรดาวิด อย่ากลัวที่จะรับมารีย์มาเป็นภรรยาของเจ้าเลย เพราะว่าผู้ซึ่งปฏิสนธิในครรภ์ของเธอเป็นโดยเดชพระวิญญาณบริสุทธิ์",227
40,Matthew,มัทธิว,NT,5,Gospels,40001021,1,21,"And she shall bring forth a son, and thou shalt call his name JESUS: for he shall save his people from their sins.","เธอจะประสูติบุตรชาย แล้วเจ้าจะเรียกนามของท่านว่า เยซู เพราะว่าท่านจะโปรดช่วยชนชาติของท่านให้รอดจากความผิดบาปของเขา""",115
40,Matthew,มัทธิว,NT,5,Gospels,40001022,1,22,"Now all this was done, that it might be fulfilled which was spoken of the Lord by the prophet, saying,",ทั้งนี้เกิดขึ้นเพื่อจะให้สำเร็จตามพระวจนะขององค์พระผู้เป็นเจ้าซึ่งตรัสไว้โดยศาสดาพยากรณ์ว่า,91
40,Matthew,มัทธิว,NT,5,Gospels,40001023,1,23,"Behold, a virgin shall be with child, and shall bring forth a son, and they shall call his name Emmanuel, which being interpreted is, God with us.",`ดูเถิด หญิงพรหมจารีคนหนึ่งจะตั้งครรภ์ และจะคลอดบุตรชายคนหนึ่ง และเขาจะเรียกนามของท่านว่า อิมมานูเอล ซึ่งแปลว่า พระเจ้าทรงอยู่กับเรา',133
40,Matthew,มัทธิว,NT,5,Gospels,40001024,1,24,"Then Joseph being raised from sleep did as the angel of the Lord had bidden him, and took unto him his wife:",ครั้นโยเซฟตื่นขึ้นก็กระทำตามคำซึ่งทูตสวรรค์ขององค์พระผู้เป็นเจ้าสั่งเขานั้น คือได้รับมารีย์มาเป็นภรรยา,102
40,Matthew,มัทธิว,NT,5,Gospels,40001025,1,25,And knew her not till she had brought forth her firstborn son: and he called his name JESUS.,แต่มิได้สมสู่กับเธอจนประสูติบุตรชายหัวปีแล้ว และโยเซฟเรียกนามของบุตรนั้นว่า เยซู,80
40,Matthew,มัทธิว,NT,5,Gospels,40002001,2,1,"Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem,",ครั้นพระเยซูได้ทรงบังเกิดที่บ้านเบธเลเฮมแคว้นยูเดียในรัชกาลของกษัตริย์เฮโรด ดูเถิด มีพวกนักปราชญ์จากทิศตะวันออกมายังกรุงเยรูซาเล็ม,130
40,Matthew,มัทธิว,NT,5,Gospels,40002002,2,2,"Saying, Where is he that is born King of the Jews? for we have seen his star in the east, and are come to worship him.","ถามว่า ""กุมารที่บังเกิดมาเป็นกษัตริย์ของชนชาติยิวนั้นอยู่ที่ไหน เราได้เห็นดาวของท่านปรากฏขึ้นในทิศตะวันออก เราจึงมาหวังจะนมัสการท่าน""",133
40,Matthew,มัทธิว,NT,5,Gospels,40002003,2,3,"When Herod the king had heard these things, he was troubled, and all Jerusalem with him.",ครั้นกษัตริย์เฮโรดได้ยินดังนั้นแล้ว ท่านก็วุ่นวายพระทัย ทั้งชาวกรุงเยรูซาเล็มก็พลอยวุ่นวายใจไปกับท่านด้วย,105
40,Matthew,มัทธิว,NT,5,Gospels,40002004,2,4,"And when he had gathered all the chief priests and scribes of the people together, he demanded of them where Christ should be born.",แล้วท่านให้ประชุมบรรดาปุโรหิตใหญ่กับพวกธรรมาจารย์ของประชาชน ตรัสถามเขาว่า ผู้เป็นพระคริสต์นั้นจะบังเกิดแห่งใด,109
40,Matthew,มัทธิว,NT,5,Gospels,40002005,2,5,"And they said unto him, In Bethlehem of Judaea: for thus it is written by the prophet,","เขาทูลท่านว่า ""ที่บ้านเบธเลเฮมแคว้นยูเดีย เพราะว่าศาสดาพยากรณ์ได้เขียนไว้ดังนี้ว่า",82
40,Matthew,มัทธิว,NT,5,Gospels,40002006,2,6,"And thou Bethlehem, in the land of Juda, art not the least among the princes of Juda: for out of thee shall come a Governor, that shall rule my people Israel.","`บ้านเบธเลเฮมในแผ่นดินยูเดีย จะเป็นบ้านเล็กน้อยที่สุดท่ามกลางบรรดาผู้ครองของยูเดียก็หามิได้ เพราะว่าเจ้านายคนหนึ่งจะออกมาจากท่าน ผู้ซึ่งจะครอบครองอิสราเอลชนชาติของเรา'""",168
40,Matthew,มัทธิว,NT,5,Gospels,40002007,2,7,"Then Herod, when he had privily called the wise men, enquired of them diligently what time the star appeared.",แล้วเฮโรดจึงเชิญพวกนักปราชญ์เข้ามาเป็นการลับ ถามเขาได้ความถ้วนถี่ถึงเวลาที่ดาวนั้นได้ปรากฏขึ้น,94
40,Matthew,มัทธิว,NT,5,Gospels,40002008,2,8,"And he sent them to Bethlehem, and said, Go and search diligently for the young child; and when ye have found him, bring me word again, that I may come and worship him also.","และท่านได้ให้พวกนักปราชญ์ไปยังบ้านเบธเลเฮมสั่งว่า ""จงไปค้นหากุมารนั้นอย่างถี่ถ้วนกันเถิด เมื่อพบแล้วจงกลับมาแจ้งแก่เรา เพื่อเราจะได้ไปนมัสการท่านด้วย""",150
40,Matthew,มัทธิว,NT,5,Gospels,40002009,2,9,"When they had heard the king, they departed; and, lo, the star, which they saw in the east, went before them, till it came and stood over where the young child was.",ครั้นพวกเขาได้ฟังกษัตริย์แล้ว เขาก็ได้ลาไป และดูเถิด ดาวซึ่งเขาได้เห็นในทิศตะวันออกนั้นก็ได้นำหน้าเขาไป จนมาหยุดอยู่เหนือสถานที่ที่กุมารอยู่นั้น,144
40,Matthew,มัทธิว,NT,5,Gospels,40002010,2,10,"When they saw the star, they rejoiced with exceeding great joy.",เมื่อพวกนักปราชญ์ได้เห็นดาวนั้นแล้ว เขาก็มีความชื่นชมยินดียิ่งนัก,65
40,Matthew,มัทธิว,NT,5,Gospels,40002011,2,11,"And when they were come into the house, they saw the young child with Mary his mother, and fell down, and worshipped him: and when they had opened their treasures, they presented unto him gifts; gold, and frankincense and myrrh.",ครั้นพวกเขาเข้าไปในเรือนก็พบกุมารกับนางมารีย์มารดา จึงกราบถวายนมัสการกุมารนั้น แล้วเปิดหีบหยิบทรัพย์ของเขาออกมาถวายแก่กุมารเป็นเครื่องบรรณาการ คือ ทองคำ กำยาน และมดยอบ,167
40,Matthew,มัทธิว,NT,5,Gospels,40002012,2,12,"And being warned of God in a dream that they should not return to Herod, they departed into their own country another way.",และพวกนักปราชญ์ได้ยินคำเตือนจากพระเจ้าในความฝัน มิให้กลับไปเฝ้าเฮโรด เขาจึงกลับไปยังบ้านเมืองของตนทางอื่น,105
40,Matthew,มัทธิว,NT,5,Gospels,40002013,2,13,"And when they were departed, behold, the angel of the Lord appeareth to Joseph in a dream, saying, Arise, and take the young child and his mother, and flee into Egypt, and be thou there until I bring thee word: for Herod will seek the young child to destroy him.","ครั้นเขาไปแล้ว ดูเถิด ทูตสวรรค์ขององค์พระผู้เป็นเจ้าได้มาปรากฏแก่โยเซฟในความฝันแล้วบอกว่า ""จงลุกขึ้นพากุมารกับมารดาหนีไปประเทศอียิปต์ และคอยอยู่ที่นั่นจนกว่าเราจะบอกเจ้า เพราะว่าเฮโรดจะแสวงหากุมารเพื่อจะประหารชีวิตเสีย""",219
40,Matthew,มัทธิว,NT,5,Gospels,40002014,2,14,"When he arose, he took the young child and his mother by night, and departed into Egypt:",ในเวลากลางคืนโยเซฟจึงลุกขึ้นพากุมารกับมารดาไปยังประเทศอียิปต์,61
40,Matthew,มัทธิว,NT,5,Gospels,40002015,2,15,"And was there until the death of Herod: that it might be fulfilled which was spoken of the Lord by the prophet, saying, Out of Egypt have I called my son.",และได้อยู่ที่นั่นจนเฮโรดสิ้นพระชนม์ ทั้งนี้เกิดขึ้นเพื่อจะให้สำเร็จตามพระวจนะขององค์พระผู้เป็นเจ้าซึ่งได้ตรัสไว้โดยศาสดาพยากรณ์ว่า `เราได้เรียกบุตรชายของเราออกมาจากประเทศอียิปต์',178
40,Matthew,มัทธิว,NT,5,Gospels,40002016,2,16,"Then Herod, when he saw that he was mocked of the wise men, was exceeding wroth, and sent forth, and slew all the children that were in Bethlehem, and in all the coasts thereof, from two years old and under, according to the time which he had diligently enquired of the wise men.",ครั้นเฮโรดเห็นว่าพวกนักปราชญ์หลอกท่าน ก็กริ้วโกรธยิ่งนัก จึงใช้คนไปฆ่าเด็กทั้งหมดในบ้านเบธเลเฮมและที่ใกล้เคียงทั้งสิ้น ตั้งแต่อายุสองขวบลงมา ซึ่งพอดีกับเวลาที่ท่านได้ถามพวกนักปราชญ์อย่างถ้วนถี่นั้น,197
40,Matthew,มัทธิว,NT,5,Gospels,40002017,2,17,"Then was fulfilled that which was spoken by Jeremy the prophet, saying,",ครั้งนั้นก็สำเร็จตามพระวจนะที่ตรัสโดยเยเรมีย์ศาสดาพยากรณ์ว่า,60
40,Matthew,มัทธิว,NT,5,Gospels,40002018,2,18,"In Rama was there a voice heard, lamentation, and weeping, and great mourning, Rachel weeping for her children, and would not be comforted, because they are not.",`ได้ยินเสียงในหมู่บ้านรามาห์ เป็นเสียงโอดครวญและร้องไห้และร่ำไห้เป็นอันมาก คือนางราเชลร้องไห้เพราะบุตรทั้งหลายของตน นางไม่รับฟังคำเล้าโลม เพราะว่าบุตรทั้งหลายนั้นไม่มีแล้ว',172
40,Matthew,มัทธิว,NT,5,Gospels,40002019,2,19,"But when Herod was dead, behold, an angel of the Lord appeareth in a dream to Joseph in Egypt,",ครั้นเฮโรดสิ้นพระชนม์แล้ว ดูเถิด ทูตสวรรค์องค์หนึ่งขององค์พระผู้เป็นเจ้า มาปรากฏในความฝันแก่โยเซฟที่ประเทศอียิปต์,113
40,Matthew,มัทธิว,NT,5,Gospels,40002020,2,20,"Saying, Arise, and take the young child and his mother, and go into the land of Israel: for they are dead which sought the young child's life.","สั่งว่า ""จงลุกขึ้นพากุมารกับมารดามายังแผ่นดินอิสราเอล เพราะคนเหล่านั้นที่แสวงหาชีวิตของกุมารนั้นตายแล้ว""",104
40,Matthew,มัทธิว,NT,5,Gospels,40002021,2,21,"And he arose, and took the young child and his mother, and came into the land of Israel.",โยเซฟจึงลุกขึ้นพากุมารกับมารดามายังแผ่นดินอิสราเอล,50
40,Matthew,มัทธิว,NT,5,Gospels,40002022,2,22,"But when he heard that Archelaus did reign in Judaea in the room of his father Herod, he was afraid to go thither: notwithstanding, being warned of God in a dream, he turned aside into the parts of Galilee:",แต่เมื่อได้ยินว่า อารเคลาอัสครอบครองแคว้นยูเดียแทนเฮโรดผู้เป็นบิดา จะไปที่นั่นก็กลัว และเมื่อได้ทราบคำเตือนจากพระเจ้าในความฝัน จึงเลยไปยังแคว้นกาลิลี,149
40,Matthew,มัทธิว,NT,5,Gospels,40002023,2,23,"And he came and dwelt in a city called Nazareth: that it might be fulfilled which was spoken by the prophets, He shall be called a Nazarene.",ไปอาศัยในเมืองหนึ่งชื่อนาซาเร็ธ เพื่อจะสำเร็จตามพระวจนะซึ่งตรัสโดยพวกศาสดาพยากรณ์ว่า `เขาจะเรียกท่านว่าชาวนาซาเร็ธ',115
40,Matthew,มัทธิว,NT,5,Gospels,40003001,3,1,"In those days came John the Baptist, preaching in the wilderness of Judaea,",คราวนั้นยอห์นผู้ให้รับบัพติศมา มาประกาศในถิ่นทุรกันดารแคว้นยูเดีย,65
40,Matthew,มัทธิว,NT,5,Gospels,40003002,3,2,"And saying, Repent ye: for the kingdom of heaven is at hand.","กล่าวว่า ""ท่านทั้งหลายจงกลับใจเสียใหม่ เพราะว่าอาณาจักรแห่งสวรรค์มาใกล้แล้ว""",76
40,Matthew,มัทธิว,NT,5,Gospels,40003003,3,3,"For this is he that was spoken of by the prophet Esaias, saying, The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight.",ยอห์นผู้นี้แหละซึ่งตรัสถึงโดยอิสยาห์ศาสดาพยากรณ์ว่า `เสียงผู้ร้องในถิ่นทุรกันดารว่า ท่านจงเตรียมมรรคาขององค์พระผู้เป็นเจ้า จงกระทำหนทางของพระองค์ให้ตรงไป',154
40,Matthew,มัทธิว,NT,5,Gospels,40003004,3,4,"And the same John had his raiment of camel's hair, and a leathern girdle about his loins; and his meat was locusts and wild honey.",เสื้อผ้าของยอห์นผู้นี้ทำด้วยขนอูฐ และท่านใช้หนังสัตว์คาดเอว อาหารของท่านคือตั๊กแตนและน้ำผึ้งป่า,95
40,Matthew,มัทธิว,NT,5,Gospels,40003005,3,5,"Then went out to him Jerusalem, and all Judaea, and all the region round about Jordan,",ขณะนั้นชาวกรุงเยรูซาเล็ม และคนทั่วแคว้นยูเดีย และคนทั่วลุ่มแม่น้ำจอร์แดน ก็ออกไปหายอห์น,87
40,Matthew,มัทธิว,NT,5,Gospels,40003006,3,6,"And were baptized of him in Jordan, confessing their sins.",และได้รับบัพติศมาจากยอห์นในแม่น้ำจอร์แดน ด้วยการสารภาพความผิดบาปของตน,69
40,Matthew,มัทธิว,NT,5,Gospels,40003007,3,7,"But when he saw many of the Pharisees and Sadducees come to his baptism, he said unto them, O generation of vipers, who hath warned you to flee from the wrath to come?","ครั้นยอห์นเห็นพวกฟาริสีและพวกสะดูสีพากันมาเป็นอันมากเพื่อจะรับบัพติศมา ท่านจึงกล่าวแก่เขาว่า ""โอ เจ้าชาติงูร้าย ใครได้เตือนเจ้าให้หนีจากพระอาชญาซึ่งจะมาถึงนั้น",159
40,Matthew,มัทธิว,NT,5,Gospels,40003008,3,8,Bring forth therefore fruits meet for repentance:,เหตุฉะนั้นจงพิสูจน์การกลับใจของเจ้าด้วยผลที่เกิดขึ้น,52
40,Matthew,มัทธิว,NT,5,Gospels,40003009,3,9,"And think not to say within yourselves, We have Abraham to our father: for I say unto you, that God is able of these stones to raise up children unto Abraham.",อย่านึกเหมาเอาในใจว่า เรามีอับราฮัมเป็นบิดา เพราะเราบอกเจ้าทั้งหลายว่า พระเจ้าทรงฤทธิ์สามารถจะให้บุตรเกิดขึ้นแก่อับราฮัมจากก้อนหินเหล่านี้ได้,141
40,Matthew,มัทธิว,NT,5,Gospels,40003010,3,10,"And now also the axe is laid unto the root of the trees: therefore every tree which bringeth not forth good fruit is hewn down, and cast into the fire.",บัดนี้ขวานวางไว้ที่โคนต้นไม้แล้ว ดังนั้นทุกต้นที่ไม่เกิดผลดีจะต้องตัดแล้วโยนทิ้งในกองไฟ,87
40,Matthew,มัทธิว,NT,5,Gospels,40003011,3,11,"I indeed baptize you with water unto repentance: but he that cometh after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Ghost, and with fire:",เราให้เจ้าทั้งหลายรับบัพติศมาด้วยน้ำ แสดงว่ากลับใจใหม่ก็จริง แต่พระองค์ผู้จะมาภายหลังเรา ทรงมีอิทธิฤทธิ์ยิ่งกว่าเราอีก ซึ่งเราไม่คู่ควรแม้จะถือฉลองพระบาทของพระองค์ พระองค์จะทรงให้เจ้าทั้งหลายรับบัพติศมาด้วยพระวิญญาณบริสุทธิ์และด้วยไฟ,233
40,Matthew,มัทธิว,NT,5,Gospels,40003012,3,12,"Whose fan is in his hand, and he will throughly purge his floor, and gather his wheat into the garner; but he will burn up the chaff with unquenchable fire.","พระหัตถ์ของพระองค์ถือพลั่วพร้อมแล้ว และจะทรงชำระลานข้าวของพระองค์ให้ทั่ว พระองค์จะทรงเก็บข้าวของพระองค์ไว้ในยุ้งฉาง แต่พระองค์จะทรงเผาแกลบด้วยไฟที่ไม่รู้ดับ""",157
40,Matthew,มัทธิว,NT,5,Gospels,40003013,3,13,"Then cometh Jesus from Galilee to Jordan unto John, to be baptized of him.",แล้วพระเยซูเสด็จจากแคว้นกาลิลีมาหายอห์นที่แม่น้ำจอร์แดน เพื่อจะรับบัพติศมาจากท่าน,81
40,Matthew,มัทธิว,NT,5,Gospels,40003014,3,14,"But John forbad him, saying, I have need to be baptized of thee, and comest thou to me?","แต่ยอห์นทูลห้ามพระองค์ว่า ""ข้าพระองค์ต้องการจะรับบัพติศมาจากพระองค์ ควรหรือที่พระองค์จะเสด็จมาหาข้าพระองค์""",107
40,Matthew,มัทธิว,NT,5,Gospels,40003015,3,15,"And Jesus answering said unto him, Suffer it to be so now: for thus it becometh us to fulfil all righteousness. Then he suffered him.","และพระเยซูตรัสตอบยอห์นว่า ""บัดนี้จงยอมเถิด เพราะสมควรที่เราทั้งหลายจะกระทำตามสิ่งชอบธรรมทุกประการ"" แล้วท่านก็ยอมทำตามพระองค์",124
40,Matthew,มัทธิว,NT,5,Gospels,40003016,3,16,"And Jesus, when he was baptized, went up straightway out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit of God descending like a dove, and lighting upon him:",และพระเยซูเมื่อพระองค์ทรงรับบัพติศมาแล้ว ในทันใดนั้นก็เสด็จขึ้นจากน้ำ และดูเถิด ท้องฟ้าก็แหวกออก และพระองค์ได้ทอดพระเนตรเห็นพระวิญญาณของพระเจ้าเสด็จลงมาดุจนกเขาและสถิตอยู่บนพระองค์,180
40,Matthew,มัทธิว,NT,5,Gospels,40003017,3,17,"And lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased.","และดูเถิด มีพระสุรเสียงตรัสจากฟ้าสวรรค์ว่า ""ท่านผู้นี้เป็นบุตรที่รักของเรา เราชอบใจท่านมาก""",91
40,Matthew,มัทธิว,NT,5,Gospels,40004001,4,1,Then was Jesus led up of the spirit into the wilderness to be tempted of the devil.,ครั้งนั้นพระวิญญาณทรงนำพระเยซูเข้าไปในถิ่นทุรกันดาร เพื่อพญามารจะได้มาทดลอง,75
40,Matthew,มัทธิว,NT,5,Gospels,40004002,4,2,"And when he had fasted forty days and forty nights, he was afterward an hungred.",และเมื่อพระองค์ทรงอดพระกระยาหารสี่สิบวันสี่สิบคืนแล้ว ภายหลังพระองค์ก็ทรงอยากพระกระยาหาร,88
40,Matthew,มัทธิว,NT,5,Gospels,40004003,4,3,"And when the tempter came to him, he said, If thou be the Son of God, command that these stones be made bread.","เมื่อผู้ทดลองมาหาพระองค์ มันก็ทูลว่า ""ถ้าท่านเป็นพระบุตรของพระเจ้า จงสั่งก้อนหินเหล่านี้ให้กลายเป็นพระกระยาหาร""",111
40,Matthew,มัทธิว,NT,5,Gospels,40004004,4,4,"But he answered and said, It is written, Man shall not live by bread alone, but by every word that proceedeth out of the mouth of God.","ฝ่ายพระองค์ตรัสตอบว่า ""มีพระคัมภีร์เขียนไว้ว่า `มนุษย์จะบำรุงชีวิตด้วยอาหารสิ่งเดียวหามิได้ แต่บำรุงด้วยพระวจนะทุกคำซึ่งออกมาจากพระโอษฐ์ของพระเจ้า'""",148
40,Matthew,มัทธิว,NT,5,Gospels,40004005,4,5,"Then the devil taketh him up into the holy city, and setteth him on a pinnacle of the temple,",แล้วพญามารก็นำพระองค์ไปยังนครบริสุทธิ์ และให้พระองค์ประทับที่ยอดหลังคาพระวิหาร,78
40,Matthew,มัทธิว,NT,5,Gospels,40004006,4,6,"And saith unto him, If thou be the Son of God, cast thyself down: for it is written, He shall give his angels charge concerning thee: and in their hands they shall bear thee up, lest at any time thou dash thy foot against a stone.","แล้วทูลพระองค์ว่า ""ถ้าท่านเป็นพระบุตรของพระเจ้า จงโจนลงไปเถิด เพราะพระคัมภีร์มีเขียนไว้ว่า `พระองค์จะรับสั่งให้เหล่าทูตสวรรค์ของพระองค์รักษาท่าน และเหล่าทูตสวรรค์จะเอามือประคองชูท่านไว้ เกรงว่าในเวลาหนึ่งเวลาใดเท้าของท่านจะกระแทกหิน'""",234
40,Matthew,มัทธิว,NT,5,Gospels,40004007,4,7,"Jesus said unto him, It is written again, Thou shalt not tempt the Lord thy God.","พระเยซูจึงตรัสตอบมันว่า ""พระคัมภีร์มีเขียนไว้อีกว่า `อย่าทดลององค์พระผู้เป็นเจ้าผู้เป็นพระเจ้าของท่าน'""",103
40,Matthew,มัทธิว,NT,5,Gospels,40004008,4,8,"Again, the devil taketh him up into an exceeding high mountain, and sheweth him all the kingdoms of the world, and the glory of them;",อีกครั้งหนึ่งพญามารได้นำพระองค์ขึ้นไปบนภูเขาอันสูงยิ่งนัก และได้แสดงบรรดาราชอาณาจักรในโลก ทั้งความรุ่งเรืองของราชอาณาจักรเหล่านั้นให้พระองค์ทอดพระเนตร,150
40,Matthew,มัทธิว,NT,5,Gospels,40004009,4,9,"And saith unto him, All these things will I give thee, if thou wilt fall down and worship me.","แล้วได้ทูลพระองค์ว่า ""ถ้าท่านจะกราบลงนมัสการเรา เราจะให้สิ่งทั้งปวงเหล่านี้แก่ท่าน""",83
