b,book_eng,book_th,t_x,g,type,id,c,v,bible_eng,bible_th,word_count
45,Romans,โรม,NT,7,Epistles,45002004,2,4,Or despisest thou the riches of his goodness and forbearance and longsuffering; not knowing that the goodness of God leadeth thee to repentance?,หรือว่าท่านประมาทพระกรุณาคุณอันอุดมและความอดกลั้นพระทัย และความอดทนของพระองค์ ท่านไม่รู้หรือว่า พระกรุณาคุณของพระเจ้านั้นมุ่งที่จะชักนำท่านให้กลับใจใหม่,152
45,Romans,โรม,NT,7,Epistles,45002005,2,5,But after thy hardness and impenitent heart treasurest up unto thyself wrath against the day of wrath and revelation of the righteous judgment of God;,แต่เพราะท่านใจแข็งกระด้างไม่ยอมกลับใจ ท่านจึงส่ำสมพระพิโรธให้แก่ตัวเองในวันแห่งพระพิโรธนั้น ซึ่งพระเจ้าจะทรงสำแดงการพิพากษาลงโทษที่เที่ยงธรรมให้ประจักษ์,152
45,Romans,โรม,NT,7,Epistles,45002006,2,6,Who will render to every man according to his deeds:,พระองค์จะทรงประทานแก่ทุกคนตามควรแก่การกระทำของเขา,49
45,Romans,โรม,NT,7,Epistles,45002007,2,7,"To them who by patient continuance in well doing seek for glory and honour and immortality, eternal life:",สำหรับคนที่พากเพียรทำความดี แสวงหาสง่าราศี เกียรติ และความเป็นอมตะนั้น พระองค์จะประทานชีวิตนิรันดร์ให้,102
45,Romans,โรม,NT,7,Epistles,45002008,2,8,"But unto them that are contentious, and do not obey the truth, but obey unrighteousness, indignation and wrath,",แต่พระองค์จะทรงพระพิโรธ และลงพระอาชญาแก่คนที่มักยกตนข่มท่านและไม่เชื่อฟังความจริง แต่เชื่อฟังความอธรรม,102
45,Romans,โรม,NT,7,Epistles,45002009,2,9,"Tribulation and anguish, upon every soul of man that doeth evil, of the Jew first, and also of the Gentile;",ความทุกข์เวทนาจะเกิดแก่จิตใจทุกคนที่ประพฤติชั่ว แก่พวกยิวก่อนและแก่พวกต่างชาติด้วย,82
45,Romans,โรม,NT,7,Epistles,45002010,2,10,"But glory, honour, and peace, to every man that worketh good, to the Jew first, and also to the Gentile:",แต่สง่าราศี เกียรติ และสันติสุขจะเกิดมีแก่ทุกคนที่ประพฤติดี แก่พวกยิวก่อนและแก่พวกต่างชาติด้วย,94
45,Romans,โรม,NT,7,Epistles,45002011,2,11,For there is no respect of persons with God.,เพราะว่าพระเจ้าไม่ได้ทรงเห็นแก่หน้าผู้ใดเลย,43
45,Romans,โรม,NT,7,Epistles,45002012,2,12,For as many as have sinned without law shall also perish without law: and as many as have sinned in the law shall be judged by the law;,เพราะคนทั้งหลายที่ไม่มีพระราชบัญญัติและทำบาปจะต้องพินาศโดยไม่อ้างพระราชบัญญัติ และคนทั้งหลายที่มีพระราชบัญญัติและทำบาปก็จะต้องถูกพิพากษาตามพระราชบัญญัติ,152
45,Romans,โรม,NT,7,Epistles,45002013,2,13,"(For not the hearers of the law are just before God, but the doers of the law shall be justified.",(เพราะว่าคนที่เพียงแต่ฟังพระราชบัญญัติเท่านั้น หาใช่ผู้ชอบธรรมจำเพาะพระพักตร์พระเจ้าไม่ แต่คนที่ประพฤติตามพระราชบัญญัติต่างหากเป็นผู้ชอบธรรม,140
45,Romans,โรม,NT,7,Epistles,45002014,2,14,"For when the Gentiles, which have not the law, do by nature the things contained in the law, these, having not the law, are a law unto themselves:",เพราะเมื่อชนต่างชาติซึ่งไม่มีพระราชบัญญัติได้ประพฤติตามพระราชบัญญัติโดยปกติวิสัย คนเหล่านี้แม้ไม่มีพระราชบัญญัติก็เป็นพระราชบัญญัติแก่ตัวเอง,140
45,Romans,โรม,NT,7,Epistles,45002015,2,15,"Which shew the work of the law written in their hearts, their conscience also bearing witness, and their thoughts the mean while accusing or else excusing one another;)",คือแสดงให้เห็นหลักความประพฤติที่เป็นตามพระราชบัญญัตินั้นมีจารึกอยู่ในจิตใจของเขา และใจสำนึกผิดชอบก็เป็นพยานของเขาด้วย ความคิดขัดแย้งต่างๆของเขานั้นแหละ จะกล่าวโทษตัวหรืออาจจะแก้ตัวให้เขา),187
45,Romans,โรม,NT,7,Epistles,45002016,2,16,In the day when God shall judge the secrets of men by Jesus Christ according to my gospel.,ในวันที่พระเจ้าจะทรงพิพากษาความลับของมนุษย์โดยพระเยซูคริสต์ ทั้งนี้ตามข่าวประเสริฐที่ข้าพเจ้าได้ประกาศนั้น,106
45,Romans,โรม,NT,7,Epistles,45002017,2,17,"Behold, thou art called a Jew, and restest in the law, and makest thy boast of God,",ดูเถิด ท่านเรียกตัวเองว่า ยิว และพึ่งพระราชบัญญัติและยกพระเจ้าขึ้นอวด,69
45,Romans,โรม,NT,7,Epistles,45002018,2,18,"And knowest his will, and approvest the things that are more excellent, being instructed out of the law;",และว่าท่านรู้จักพระทัยของพระองค์ และเห็นชอบในสิ่งที่ประเสริฐ เพราะว่าท่านได้เรียนรู้ในพระราชบัญญัติ,99
45,Romans,โรม,NT,7,Epistles,45002019,2,19,"And art confident that thou thyself art a guide of the blind, a light of them which are in darkness,",และท่านมั่นใจว่า ท่านเป็นผู้จูงคนตาบอด เป็นความสว่างให้แก่คนทั้งหลายที่อยู่ในความมืด,84
45,Romans,โรม,NT,7,Epistles,45002020,2,20,"An instructor of the foolish, a teacher of babes, which hast the form of knowledge and of the truth in the law.",เป็นผู้สอนคนโง่ เป็นครูของเด็ก เพราะท่านมีแบบอย่างของความรู้และความจริงในพระราชบัญญัตินั้น,90
45,Romans,โรม,NT,7,Epistles,45002021,2,21,"Thou therefore which teachest another, teachest thou not thyself? thou that preachest a man should not steal, dost thou steal?",ฉะนั้นท่านซึ่งเป็นผู้สอนคนอื่นจะไม่สอนตัวเองหรือ เมื่อท่านเทศนาว่าไม่ควรลักทรัพย์ ตัวท่านเองลักหรือเปล่า,104
45,Romans,โรม,NT,7,Epistles,45002022,2,22,"Thou that sayest a man should not commit adultery, dost thou commit adultery? thou that abhorrest idols, dost thou commit sacrilege?",ท่านผู้ที่สอนว่าไม่ควรล่วงประเวณี ตัวท่านเองล่วงประเวณีหรือเปล่า ท่านผู้รังเกียจรูปเคารพ ตัวท่านเองปล้นวิหารหรือเปล่า,117
45,Romans,โรม,NT,7,Epistles,45002023,2,23,"Thou that makest thy boast of the law, through breaking the law dishonourest thou God?",ท่านผู้โอ้อวดในพระราชบัญญัติ ตัวท่านเองยังลบหลู่พระเจ้าด้วยการประพฤติผิดพระราชบัญญัติหรือเปล่า,94
45,Romans,โรม,NT,7,Epistles,45002024,2,24,"For the name of God is blasphemed among the Gentiles through you, as it is written.",เพราะมีเขียนไว้แล้วว่า `คนต่างชาติพูดหมิ่นประมาทต่อพระนามของพระเจ้าก็เพราะท่านทั้งหลาย',87
45,Romans,โรม,NT,7,Epistles,45002025,2,25,"For circumcision verily profiteth, if thou keep the law: but if thou be a breaker of the law, thy circumcision is made uncircumcision.",ถ้าท่านประพฤติตามพระราชบัญญัติ พิธีเข้าสุหนัตก็เป็นประโยชน์จริง แต่ถ้าท่านละเมิดพระราชบัญญัติ การที่ท่านเข้าสุหนัตนั้นก็เหมือนกับว่าไม่ได้เข้าเลย,145
45,Romans,โรม,NT,7,Epistles,45002026,2,26,"Therefore if the uncircumcision keep the righteousness of the law, shall not his uncircumcision be counted for circumcision?",เหตุฉะนั้น ถ้าผู้ที่ไม่ได้เข้าสุหนัตยังประพฤติตามความชอบธรรมแห่งพระราชบัญญัติแล้ว การที่เขาไม่ได้เข้าสุหนัตนั้นจะถือเหมือนกับว่าเขาได้เข้าสุหนัตแล้วไม่ใช่หรือ,158
45,Romans,โรม,NT,7,Epistles,45002027,2,27,"And shall not uncircumcision which is by nature, if it fulfil the law, judge thee, who by the letter and circumcision dost transgress the law?",และคนทั้งหลายที่ไม่เข้าสุหนัตซึ่งเป็นตามธรรมชาติอยู่แล้ว แต่ประพฤติตามพระราชบัญญัติ เขาจะปรับโทษท่านผู้มีประมวลพระราชบัญญัติและได้เข้าสุหนัตแล้ว แต่ยังละเมิดพระราชบัญญัตินั้น,174
45,Romans,โรม,NT,7,Epistles,45002028,2,28,"For he is not a Jew, which is one outwardly; neither is that circumcision, which is outward in the flesh:",เพราะว่ายิวแท้ มิใช่คนที่เป็นยิวแต่ภายนอกเท่านั้น และการเข้าสุหนัตแท้ก็ไม่ใช่การเข้าสุหนัตซึ่งปรากฏที่เนื้อหนังเท่านั้น,119
45,Romans,โรม,NT,7,Epistles,45002029,2,29,"But he is a Jew, which is one inwardly; and circumcision is that of the heart, in the spirit, and not in the letter; whose praise is not of men, but of God.",คนที่เป็นยิวแท้ คือคนที่เป็นยิวภายใน และการเข้าสุหนัตแท้นั้นเป็นเรื่องของจิตใจตามจิตวิญญาณ มิใช่ตามตัวบทบัญญัติ คนอย่างนั้นพระเจ้าสรรเสริญ มนุษย์ไม่สรรเสริญ,156
45,Romans,โรม,NT,7,Epistles,45003001,3,1,What advantage then hath the Jew? or what profit is there of circumcision?,ถ้าเช่นนั้น พวกยิวจะได้เปรียบคนอื่นอย่างไร และการเข้าสุหนัตนั้นจะมีประโยชน์อะไร,79
45,Romans,โรม,NT,7,Epistles,45003002,3,2,"Much every way: chiefly, because that unto them were committed the oracles of God.",มีประโยชน์มากในทุกสถาน เป็นต้นว่าพวกยิวได้เป็นผู้รับมอบให้รักษาพระดำรัสของพระเจ้า,81
45,Romans,โรม,NT,7,Epistles,45003003,3,3,For what if some did not believe? shall their unbelief make the faith of God without effect?,ถึงมีบางคนไม่เชื่อ ความไม่เชื่อของเขานั้นจะทำให้ความสัตย์ซื่อของพระเจ้าไร้ประโยชน์หรือ,86
45,Romans,โรม,NT,7,Epistles,45003004,3,4,"God forbid: yea, let God be true, but every man a liar; as it is written, That thou mightest be justified in thy sayings, and mightest overcome when thou art judged.",ขอพระเจ้าอย่ายอมให้เป็นเช่นนั้นเลย ถึงแม้ทุกคนจะพูดมุสาก็ขอให้พระเจ้าทรงสัตย์จริงเถิด ตามที่มีเขียนไว้แล้วว่า `เพื่อพระองค์จะได้ปรากฏว่า ทรงเป็นผู้สัตย์ซื่อในพระดำรัสทั้งหลายของพระองค์ และทรงมีชัยเมื่อเขาวินิจฉัยพระองค์',220
45,Romans,โรม,NT,7,Epistles,45003005,3,5,"But if our unrighteousness commend the righteousness of God, what shall we say? Is God unrighteous who taketh vengeance? (I speak as a man)",แต่ถ้าความอธรรมของเราเป็นเหตุให้เห็นความชอบธรรมของพระเจ้า เราจะว่าอย่างไร จะว่าพระเจ้าทรงลงอาญาโดยไม่ยุติธรรมอย่างนั้นหรือ (ข้าพเจ้าพูดอย่างมนุษย์),147
45,Romans,โรม,NT,7,Epistles,45003006,3,6,God forbid: for then how shall God judge the world?,พระเจ้าไม่ทรงโปรดให้เป็นเช่นนั้นเลย เพราะถ้าเป็นเช่นนั้นแล้วพระเจ้าจะทรงพิพากษาโลกได้อย่างไร,92
45,Romans,โรม,NT,7,Epistles,45003007,3,7,For if the truth of God hath more abounded through my lie unto his glory; why yet am I also judged as a sinner?,แต่ถ้าความจริงของพระเจ้าปรากฏมากยิ่งขึ้นเพราะเหตุความอสัตย์ของข้าพเจ้าเป็นที่ให้เกิดเกียรติยศแด่พระองค์แล้ว ทำไมเขาจึงยังลงโทษข้าพเจ้าว่าเป็นคนบาป,146
45,Romans,โรม,NT,7,Epistles,45003008,3,8,"And not rather, (as we be slanderously reported, and as some affirm that we say,) Let us do evil, that good may come? whose damnation is just.",และทำไมเราจึงไม่ทำความชั่วเพื่อความดีจะเกิดขึ้นจากความชั่วนั้นเล่า (ตามที่บางคนเล่าลือและนินทาหาว่าเราได้กล่าวอย่างนั้น) การลงโทษคนเช่นนั้นก็ยุติธรรมแล้ว,153
45,Romans,โรม,NT,7,Epistles,45003009,3,9,"What then? are we better than they? No, in no wise: for we have before proved both Jews and Gentiles, that they are all under sin;",ถ้าเช่นนั้นจะเป็นอย่างไร พวกเราจะได้เปรียบกว่าพวกเขาหรือ เปล่าเลย เพราะเราได้ชี้แจงให้เห็นแล้วว่า ทั้งพวกยิวและพวกต่างชาติต่างก็อยู่ใต้อำนาจของบาปทุกคน,151
45,Romans,โรม,NT,7,Epistles,45003010,3,10,"As it is written, There is none righteous, no, not one:",ตามที่มีเขียนไว้แล้วว่า `ไม่มีผู้ใดเป็นคนชอบธรรมสักคนเดียว ไม่มีเลย,67
45,Romans,โรม,NT,7,Epistles,45003011,3,11,"There is none that understandeth, there is none that seeketh after God.",ไม่มีคนที่เข้าใจ ไม่มีคนที่แสวงหาพระเจ้า,40
45,Romans,โรม,NT,7,Epistles,45003012,3,12,"They are all gone out of the way, they are together become unprofitable; there is none that doeth good, no, not one.",เขาทุกคนหลงทางไปหมด เขาทั้งปวงเป็นคนไร้ค่าเหมือนกันทั้งสิ้น ไม่มีสักคนเดียวที่ทำดี ไม่มีเลย,91
45,Romans,โรม,NT,7,Epistles,45003013,3,13,Their throat is an open sepulchre; with their tongues they have used deceit; the poison of asps is under their lips:,ลำคอของเขาคือหลุมฝังศพที่เปิดอยู่ เขาใช้ลิ้นของเขาในการล่อลวง ภายใต้ริมฝีปากของเขามีพิษของงูร้าย,96
45,Romans,โรม,NT,7,Epistles,45003014,3,14,Whose mouth is full of cursing and bitterness:,ปากของเขาเต็มด้วยคำแช่งด่าและคำขมขื่น,37
45,Romans,โรม,NT,7,Epistles,45003015,3,15,Their feet are swift to shed blood:,เท้าของเขาว่องไวในการทำให้นองเลือด,34
45,Romans,โรม,NT,7,Epistles,45003016,3,16,Destruction and misery are in their ways:,ในทางเดินของเขามีความพินาศและความทุกข์,38
45,Romans,โรม,NT,7,Epistles,45003017,3,17,And the way of peace have they not known:,และเขาไม่รู้จักทางแห่งสันติสุข,30
45,Romans,โรม,NT,7,Epistles,45003018,3,18,There is no fear of God before their eyes.,ในแววตาของเขาไม่มีความเกรงกลัวพระเจ้า',38
45,Romans,โรม,NT,7,Epistles,45003019,3,19,"Now we know that what things soever the law saith, it saith to them who are under the law: that every mouth may be stopped, and all the world may become guilty before God.",บัดนี้ เรารู้แล้วว่าพระราชบัญญัติทุกข้อที่ได้กล่าวนั้น ก็ได้กล่าวแก่คนเหล่านั้นที่อยู่ใต้พระราชบัญญัติเพื่อปิดปากทุกคน และเพื่อให้มนุษย์ทุกคนในโลกมีความผิดจำเพาะพระพักตร์พระเจ้า,177
