b,book_eng,book_th,t_x,g,type,id,c,v,bible_eng,bible_th,word_count
1,Genesis,ปฐมกาล,OT,1,Law,1001011,1,11,"And God said, Let the earth bring forth grass, the herb yielding seed, and the fruit tree yielding fruit after his kind, whose seed is in itself, upon the earth: and it was so.","พระเจ้าตรัสว่า ""จงให้แผ่นดินเกิดต้นหญ้า ต้นผักที่มีเมล็ด และต้นไม้ที่ออกผลที่มีเมล็ดในผลตามชนิดของมันบนแผ่นดิน"" ก็เป็นดังนั้น",125
1,Genesis,ปฐมกาล,OT,1,Law,1001012,1,12,"And the earth brought forth grass, and herb yielding seed after his kind, and the tree yielding fruit, whose seed was in itself, after his kind: and God saw that it was good.",แผ่นดินก็เกิดต้นหญ้า ต้นผักที่มีเมล็ดตามชนิดของมัน และต้นไม้ที่ออกผลที่มีเมล็ดในผลตามชนิดของมัน พระเจ้าทรงเห็นว่าดี,115
1,Genesis,ปฐมกาล,OT,1,Law,1001013,1,13,And the evening and the morning were the third day.,มีเวลาเย็นและเวลาเช้าเป็นวันที่สาม,34
1,Genesis,ปฐมกาล,OT,1,Law,1001014,1,14,"And God said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them be for signs, and for seasons, and for days, and years:","พระเจ้าตรัสว่า ""จงให้มีดวงสว่างบนพื้นฟ้าอากาศเพื่อแยกวันออกจากคืน และเพื่อใช้เป็นหมายสำคัญ และที่กำหนดฤดู วันและปีต่างๆ",119
1,Genesis,ปฐมกาล,OT,1,Law,1001015,1,15,And let them be for lights in the firmament of the heaven to give light upon the earth: and it was so.,"และจงให้เป็นดวงสว่างบนพื้นฟ้าอากาศเพื่อส่องสว่างบนแผ่นดินโลก"" ก็เป็นดังนั้น",75
1,Genesis,ปฐมกาล,OT,1,Law,1001016,1,16,"And God made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also.",พระเจ้าได้ทรงสร้างดวงสว่างใหญ่สองดวง ให้ดวงสว่างที่ใหญ่กว่านั้นครองกลางวัน และให้ดวงที่เล็กกว่าครองกลางคืน พระองค์ทรงสร้างดวงดาวต่างๆด้วยเช่นกัน,144
1,Genesis,ปฐมกาล,OT,1,Law,1001017,1,17,"And God set them in the firmament of the heaven to give light upon the earth,",พระเจ้าทรงตั้งดวงสว่างเหล่านี้ไว้บนพื้นฟ้าอากาศเพื่อส่องสว่างบนแผ่นดินโลก,73
1,Genesis,ปฐมกาล,OT,1,Law,1001018,1,18,"And to rule over the day and over the night, and to divide the light from the darkness: and God saw that it was good.",เพื่อครองกลางวันและครองกลางคืน และเพื่อแยกความสว่างออกจากความมืด พระเจ้าทรงเห็นว่าดี,84
1,Genesis,ปฐมกาล,OT,1,Law,1001019,1,19,And the evening and the morning were the fourth day.,มีเวลาเย็นและเวลาเช้าเป็นวันที่สี่,34
1,Genesis,ปฐมกาล,OT,1,Law,1001020,1,20,"And God said, Let the waters bring forth abundantly the moving creature that hath life, and fowl that may fly above the earth in the open firmament of heaven.","พระเจ้าตรัสว่า ""จงให้น้ำอุดมบริบูรณ์ไปด้วยสัตว์ที่มีชีวิตแหวกว่ายไปมา และให้มีนกบินไปมาบนพื้นฟ้าอากาศเหนือแผ่นดินโลก""",117
1,Genesis,ปฐมกาล,OT,1,Law,1001021,1,21,"And God created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and God saw that it was good.",พระเจ้าได้ทรงสร้างปลาวาฬใหญ่ บรรดาสัตว์ที่มีชีวิตแหวกว่ายไปมาตามชนิดของมันเกิดขึ้นบริบูรณ์ในน้ำนั้น และบรรดาสัตว์ที่มีปีกตามชนิดของมัน พระเจ้าทรงเห็นว่าดี,154
1,Genesis,ปฐมกาล,OT,1,Law,1001022,1,22,"And God blessed them, saying, Be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth.","พระเจ้าได้ทรงอวยพรสัตว์เหล่านั้นว่า ""จงมีลูกดกและทวีมากขึ้น ให้น้ำในทะเลบริบูรณ์ไปด้วยสัตว์ และจงให้นกทวีมากขึ้นบนแผ่นดิน""",122
1,Genesis,ปฐมกาล,OT,1,Law,1001023,1,23,And the evening and the morning were the fifth day.,มีเวลาเย็นและเวลาเช้าเป็นวันที่ห้า,34
1,Genesis,ปฐมกาล,OT,1,Law,1001024,1,24,"And God said, Let the earth bring forth the living creature after his kind, cattle, and creeping thing, and beast of the earth after his kind: and it was so.","พระเจ้าตรัสว่า ""จงให้แผ่นดินโลกเกิดสัตว์ที่มีชีวิตตามชนิดของมัน สัตว์ใช้งาน สัตว์เลื้อยคลาน และสัตว์ป่าบนแผ่นดินโลกตามชนิดของมัน"" ก็เป็นดังนั้น",143
1,Genesis,ปฐมกาล,OT,1,Law,1001025,1,25,"And God made the beast of the earth after his kind, and cattle after their kind, and every thing that creepeth upon the earth after his kind: and God saw that it was good.",พระเจ้าได้ทรงสร้างสัตว์ป่าบนแผ่นดินโลกตามชนิดของมัน สัตว์ใช้งานตามชนิดของมัน และบรรดาสัตว์ที่เลื้อยคลานบนแผ่นดินโลกตามชนิดของมัน แล้วพระเจ้าทรงเห็นว่าดี,152
1,Genesis,ปฐมกาล,OT,1,Law,1001026,1,26,"And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth.","และพระเจ้าตรัสว่า ""จงให้พวกเราสร้างมนุษย์ตามแบบฉายาของพวกเรา ตามอย่างพวกเรา และให้พวกเขาครอบครองฝูงปลาในทะเล ฝูงนกในอากาศ และสัตว์ใช้งาน ให้ครอบครองทั่วทั้งแผ่นดินโลก และบรรดาสัตว์เลื้อยคลานที่คลานไปมาบนแผ่นดินโลก""",214
1,Genesis,ปฐมกาล,OT,1,Law,1001027,1,27,"So God created man in his own image, in the image of God created he him; male and female created he them.",ดังนั้นพระเจ้าได้ทรงสร้างมนุษย์ตามแบบพระฉายาของพระองค์ พระองค์ได้ทรงสร้างมนุษย์ขึ้นตามแบบพระฉายาของพระเจ้า พระองค์ได้ทรงสร้างพวกเขาให้เป็นชายและหญิง,148
1,Genesis,ปฐมกาล,OT,1,Law,1001028,1,28,"And God blessed them, and God said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that moveth upon the earth.","พระเจ้าได้ทรงอวยพรพวกเขา และพระเจ้าตรัสแก่พวกเขาว่า ""จงมีลูกดกและทวีมากขึ้น จนเต็มแผ่นดิน จงมีอำนาจเหนือแผ่นดินนั้น และครอบครองฝูงปลาในทะเล ฝูงนกในอากาศ และบรรดาสัตว์ที่มีชีวิตที่เคลื่อนไหวบนแผ่นดินโลก""",202
1,Genesis,ปฐมกาล,OT,1,Law,1001029,1,29,"And God said, Behold, I have given you every herb bearing seed, which is upon the face of all the earth, and every tree, in the which is the fruit of a tree yielding seed; to you it shall be for meat.","พระเจ้าตรัสว่า ""ดูเถิด เราให้บรรดาต้นผักที่มีเมล็ดซึ่งอยู่ทั่วพื้นแผ่นดินโลก และบรรดาต้นไม้ซึ่งมีเมล็ดในผลแก่เจ้า ให้เป็นอาหารแก่เจ้า",133
1,Genesis,ปฐมกาล,OT,1,Law,1001030,1,30,"And to every beast of the earth, and to every fowl of the air, and to every thing that creepeth upon the earth, wherein there is life, I have given every green herb for meat: and it was so.","สำหรับบรรดาสัตว์ป่าบนแผ่นดินโลก บรรดานกในอากาศ และบรรดาสัตว์ที่เลื้อยคลานที่มีชีวิตบนแผ่นดินโลก เราให้บรรดาพืชผักเขียวสดเป็นอาหาร"" ก็เป็นดังนั้น",144
1,Genesis,ปฐมกาล,OT,1,Law,1001031,1,31,"And God saw every thing that he had made, and, behold, it was very good. And the evening and the morning were the sixth day.",พระเจ้าทอดพระเนตรบรรดาสิ่งที่พระองค์ได้ทรงสร้าง และดูเถิด เป็นสิ่งที่ดียิ่งนัก มีเวลาเย็นและเวลาเช้าเป็นวันที่หก,112
1,Genesis,ปฐมกาล,OT,1,Law,1002001,2,1,"Thus the heavens and the earth were finished, and all the host of them.",ดังนี้ฟ้าและแผ่นดินโลกและบรรดาบริวารก็ถูกสร้างขึ้นให้สำเร็จ,59
1,Genesis,ปฐมกาล,OT,1,Law,1002002,2,2,And on the seventh day God ended his work which he had made; and he rested on the seventh day from all his work which he had made.,ในวันที่เจ็ดพระเจ้าก็เสร็จงานของพระองค์ซึ่งพระองค์ได้ทรงสร้างมาแล้วนั้น และในวันที่เจ็ดพระองค์ทรงพักการงานทั้งสิ้นของพระองค์ซึ่งพระองค์ได้ทรงสร้างมาแล้วนั้น,156
1,Genesis,ปฐมกาล,OT,1,Law,1002003,2,3,"And God blessed the seventh day, and sanctified it: because that in it he had rested from all his work which God created and made.",พระเจ้าทรงอวยพระพรวันที่เจ็ดและทรงตั้งวันนี้ไว้เป็นวันบริสุทธิ์ เพราะในวันนั้นพระองค์ได้ทรงหยุดพักจากการงานทั้งสิ้นของพระองค์ซึ่งพระเจ้าได้ทรงเนรมิตสร้างไว้แล้วนั้น,164
1,Genesis,ปฐมกาล,OT,1,Law,1002004,2,4,"These are the generations of the heavens and of the earth when they were created, in the day that the LORD God made the earth and the heavens,",เรื่องราวของฟ้าและแผ่นดินโลกเมื่อถูกเนรมิตสร้างนั้นเป็นดังนี้ ในวันที่พระเยโฮวาห์พระเจ้าได้ทรงสร้างแผ่นดินโลกและฟ้า,115
1,Genesis,ปฐมกาล,OT,1,Law,1002005,2,5,"And every plant of the field before it was in the earth, and every herb of the field before it grew: for the LORD God had not caused it to rain upon the earth, and there was not a man to till the ground.",บรรดาต้นไม้ตามทุ่งนายังไม่เกิดขึ้นบนแผ่นดินโลก และบรรดาผักตามทุ่งนายังไม่งอกขึ้นเลย เพราะพระเยโฮวาห์พระเจ้ายังไม่ให้ฝนตกบนแผ่นดินโลก และยังไม่มีมนุษย์ที่จะทำไร่ไถนา,164
1,Genesis,ปฐมกาล,OT,1,Law,1002006,2,6,"But there went up a mist from the earth, and watered the whole face of the ground.",แต่มีหมอกขึ้นมาจากแผ่นดินโลก ทำให้พื้นแผ่นดินเปียกทั่วไป,56
1,Genesis,ปฐมกาล,OT,1,Law,1002007,2,7,"And the LORD God formed man of the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul.",พระเยโฮวาห์พระเจ้าทรงปั้นมนุษย์ด้วยผงคลีดิน ทรงระบายลมปราณแห่งชีวิตเข้าทางจมูกของเขา และมนุษย์จึงเกิดเป็นจิตวิญญาณมีชีวิตอยู่,125
1,Genesis,ปฐมกาล,OT,1,Law,1002008,2,8,And the LORD God planted a garden eastward in Eden; and there he put the man whom he had formed.,พระเยโฮวาห์พระเจ้าทรงปลูกสวนแห่งหนึ่งไว้ในเอเดนทางทิศตะวันออก และพระองค์ได้ทรงให้มนุษย์ซึ่งพระองค์ได้ทรงปั้นมานั้นอาศัยอยู่ที่นั่น,130
1,Genesis,ปฐมกาล,OT,1,Law,1002009,2,9,"And out of the ground made the LORD God to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of knowledge of good and evil.",แล้วพระเยโฮวาห์พระเจ้าทรงให้บรรดาต้นไม้ที่งามน่าดูและที่เหมาะสำหรับเป็นอาหารงอกขึ้นบนแผ่นดินโลก มีต้นไม้แห่งชีวิตอยู่ท่ามกลางสวนด้วย และมีต้นไม้แห่งความรู้ดีและรู้ชั่ว,167
1,Genesis,ปฐมกาล,OT,1,Law,1002010,2,10,"And a river went out of Eden to water the garden; and from thence it was parted, and became into four heads.",มีแม่น้ำสายหนึ่งไหลออกจากเอเดนรดสวนนั้น จากที่นั่นได้แยกออกเป็นแม่น้ำสี่สาย,75
1,Genesis,ปฐมกาล,OT,1,Law,1002011,2,11,"The name of the first is Pison: that is it which compasseth the whole land of Havilah, where there is gold;",ชื่อของแม่น้ำสายที่หนึ่งคือปิโชน ซึ่งไหลรอบแผ่นดินฮาวิลาห์ ที่นั่นมีแร่ทองคำ,76
1,Genesis,ปฐมกาล,OT,1,Law,1002012,2,12,And the gold of that land is good: there is bdellium and the onyx stone.,ทองคำที่แผ่นดินนั้นเป็นทองคำเนื้อดี มียางไม้หอม และพลอยสีน้ำข้าว,64
1,Genesis,ปฐมกาล,OT,1,Law,1002013,2,13,And the name of the second river is Gihon: the same is it that compasseth the whole land of Ethiopia.,ชื่อแม่น้ำสายที่สองคือกิโฮน แม่น้ำสายนี้ได้ไหลรอบแผ่นดินเอธิโอเปีย,66
1,Genesis,ปฐมกาล,OT,1,Law,1002014,2,14,And the name of the third river is Hiddekel: that is it which goeth toward the east of Assyria. And the fourth river is Euphrates.,ชื่อแม่น้ำสายที่สามคือไทกริส ซึ่งได้ไหลไปทางทิศตะวันออกของแผ่นดินอัสซีเรีย และแม่น้ำสายที่สี่คือยูเฟรติส,104
1,Genesis,ปฐมกาล,OT,1,Law,1002015,2,15,"And the LORD God took the man, and put him into the garden of Eden to dress it and to keep it.",พระเยโฮวาห์พระเจ้าจึงทรงนำมนุษย์ไปอยู่ในสวนเอเดนให้ทำและรักษาสวน,64
1,Genesis,ปฐมกาล,OT,1,Law,1002016,2,16,"And the LORD God commanded the man, saying, Of every tree of the garden thou mayest freely eat:","พระเยโฮวาห์พระเจ้าจึงทรงมีพระดำรัสสั่งมนุษย์นั้นว่า ""บรรดาต้นไม้ทุกอย่างในสวนเจ้ากินได้ทั้งหมด",94
1,Genesis,ปฐมกาล,OT,1,Law,1002017,2,17,"But of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die.","แต่ต้นไม้แห่งความรู้ดีและรู้ชั่วเจ้าอย่ากินผลจากต้นนั้นเป็นอันขาด เพราะว่าเจ้ากินในวันใด เจ้าจะตายแน่ในวันนั้น""",111
1,Genesis,ปฐมกาล,OT,1,Law,1002018,2,18,"And the LORD God said, It is not good that the man should be alone; I will make him an help meet for him.","พระเยโฮวาห์พระเจ้าตรัสว่า ""ซึ่งมนุษย์นั้นอยู่คนเดียวก็ไม่เหมาะ เราจะสร้างผู้อุปถัมภ์ให้เขา""",91
1,Genesis,ปฐมกาล,OT,1,Law,1002019,2,19,"And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and brought them unto Adam to see what he would call them: and whatsoever Adam called every living creature, that was the name thereof.",พระเยโฮวาห์พระเจ้าทรงปั้นบรรดาสัตว์ในทุ่งนา และบรรดานกในอากาศจากดิน แล้วจึงพามายังอาดัมเพื่อดูว่าเขาจะเรียกชื่อพวกมันว่าอะไร อาดัมได้เรียกชื่อบรรดาสัตว์ที่มีชีวิตอย่างไร สัตว์ก็มีชื่ออย่างนั้น,192
1,Genesis,ปฐมกาล,OT,1,Law,1002020,2,20,"And Adam gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not found an help meet for him.",อาดัมได้ตั้งชื่อบรรดาสัตว์ใช้งาน บรรดานกในอากาศ และบรรดาสัตว์ในทุ่งนา แต่ว่าสำหรับอาดัมยังไม่พบผู้อุปถัมภ์,106
1,Genesis,ปฐมกาล,OT,1,Law,1002021,2,21,"And the LORD God caused a deep sleep to fall upon Adam, and he slept: and he took one of his ribs, and closed up the flesh instead thereof;",แล้วพระเยโฮวาห์พระเจ้าทรงกระทำให้อาดัมหลับสนิท และเขาได้หลับสนิท พระองค์จึงทรงชักกระดูกซี่โครงอันหนึ่งของเขาออกมา และทรงกระทำให้เนื้อที่ซี่โครงติดกัน,149
1,Genesis,ปฐมกาล,OT,1,Law,1002022,2,22,"And the rib, which the LORD God had taken from man, made he a woman, and brought her unto the man.",กระดูกซี่โครงซึ่งพระเยโฮวาห์พระเจ้าได้ทรงชักจากชายนั้น พระองค์ทรงสร้างให้เป็นหญิงคนหนึ่ง และทรงนำเธอมาให้ชายนั้น,112
1,Genesis,ปฐมกาล,OT,1,Law,1002023,2,23,"And Adam said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.","อาดัมจึงว่า ""บัดนี้ นี่เป็นกระดูกจากกระดูกของเรา และเนื้อจากเนื้อของเรา จะต้องเรียกเธอว่าหญิง เพราะว่าหญิงนี้ออกมาจากชาย",120
1,Genesis,ปฐมกาล,OT,1,Law,1002024,2,24,"Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","เหตุฉะนั้นผู้ชายจะจากบิดามารดาของเขา จะไปผูกพันอยู่กับภรรยา และเขาทั้งสองจะเป็นเนื้ออันเดียวกัน""",96
1,Genesis,ปฐมกาล,OT,1,Law,1002025,2,25,"And they were both naked, the man and his wife, and were not ashamed.",เขาทั้งสองยังเปลือยกายอยู่ ผู้ชายและภรรยาของเขายังไม่มีความอาย,62
1,Genesis,ปฐมกาล,OT,1,Law,1003001,3,1,"Now the serpent was more subtil than any beast of the field which the LORD God had made. And he said unto the woman, Yea, hath God said, Ye shall not eat of every tree of the garden?","งูนั้นเป็นสัตว์ที่ฉลาดกว่าบรรดาสัตว์ในทุ่งนาซึ่งพระเยโฮวาห์พระเจ้าได้ทรงสร้างไว้ มันกล่าวแก่หญิงนั้นว่า ""จริงหรือที่พระเจ้าตรัสว่า `เจ้าอย่ากินผลจากต้นไม้ทุกชนิดในสวนนี้'""",171
1,Genesis,ปฐมกาล,OT,1,Law,1003002,3,2,"And the woman said unto the serpent, We may eat of the fruit of the trees of the garden:","หญิงนั้นจึงกล่าวแก่งูว่า ""ผลของต้นไม้ชนิดต่างๆในสวนนี้เรากินได้",63
1,Genesis,ปฐมกาล,OT,1,Law,1003003,3,3,"But of the fruit of the tree which is in the midst of the garden, God hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die.","แต่ผลของต้นไม้ต้นหนึ่งซึ่งอยู่ท่ามกลางสวน พระเจ้าตรัสว่า `เจ้าอย่ากินหรือแตะต้องมัน มิฉะนั้นเจ้าจะตาย'""",103
1,Genesis,ปฐมกาล,OT,1,Law,1003004,3,4,"And the serpent said unto the woman, Ye shall not surely die:","งูจึงกล่าวแก่หญิงนั้นว่า ""เจ้าจะไม่ตายแน่",41
1,Genesis,ปฐมกาล,OT,1,Law,1003005,3,5,"For God doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as gods, knowing good and evil.","เพราะว่าพระเจ้าทรงทราบว่า เจ้ากินผลไม้นั้นวันใด ตาของเจ้าจะสว่างขึ้นวันนั้น และเจ้าจะเป็นเหมือนพระที่รู้ดีรู้ชั่ว""",114
1,Genesis,ปฐมกาล,OT,1,Law,1003006,3,6,"And when the woman saw that the tree was good for food, and that it was pleasant to the eyes, and a tree to be desired to make one wise, she took of the fruit thereof, and did eat, and gave also unto her husband with her; and he did eat.",เมื่อหญิงนั้นเห็นว่า ต้นไม้นั้นเหมาะสำหรับเป็นอาหารและมันงามน่าดู และต้นไม้ต้นนั้นเป็นที่น่าปรารถนาเพื่อให้เกิดปัญญา หญิงจึงเก็บผลไม้นั้นแล้วกินเข้าไป แล้วส่งให้สามีของนางด้วย และเขาได้กิน,188
1,Genesis,ปฐมกาล,OT,1,Law,1003007,3,7,"And the eyes of them both were opened, and they knew that they were naked; and they sewed fig leaves together, and made themselves aprons.",ตาของเขาทั้งสองก็สว่างขึ้น เขาจึงรู้ว่าเขาเปลือยกายอยู่ และเขาทั้งสองก็เอาใบมะเดื่อมาเย็บเป็นเครื่องปกปิดอวัยวะส่วนล่างของเขาไว้,128
1,Genesis,ปฐมกาล,OT,1,Law,1003008,3,8,And they heard the voice of the LORD God walking in the garden in the cool of the day: and Adam and his wife hid themselves from the presence of the LORD God amongst the trees of the garden.,ในเวลาเย็นวันนั้นเขาทั้งสองได้ยินพระสุรเสียงของพระเยโฮวาห์พระเจ้าเสด็จดำเนินอยู่ในสวน อาดัมและภรรยาของเขาซ่อนตัวจากพระพักตร์ของพระเยโฮวาห์พระเจ้าท่ามกลางต้นไม้ต่างๆในสวนนั้น,173
1,Genesis,ปฐมกาล,OT,1,Law,1003009,3,9,"And the LORD God called unto Adam, and said unto him, Where art thou?","พระเยโฮวาห์พระเจ้าทรงเรียกอาดัมและตรัสแก่เขาว่า ""เจ้าอยู่ที่ไหน""",64
1,Genesis,ปฐมกาล,OT,1,Law,1003010,3,10,"And he said, I heard thy voice in the garden, and I was afraid, because I was naked; and I hid myself.","เขาทูลว่า ""ข้าพระองค์ได้ยินพระสุรเสียงของพระองค์ในสวน และข้าพระองค์ก็กลัว เพราะว่าข้าพระองค์เปลือยกายอยู่ ข้าพระองค์จึงได้ซ่อนตัวเสีย""",134
1,Genesis,ปฐมกาล,OT,1,Law,1003011,3,11,"And he said, Who told thee that thou wast naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?","พระองค์ตรัสว่า ""ใครได้บอกเจ้าว่าเจ้าเปลือยกายอยู่ เจ้าได้กินผลจากต้นไม้นั้น ซึ่งเราสั่งเจ้าไว้ว่าเจ้าอย่ากินแล้วหรือ""",117
1,Genesis,ปฐมกาล,OT,1,Law,1003012,3,12,"And the man said, The woman whom thou gavest to be with me, she gave me of the tree, and I did eat.","ชายนั้นทูลว่า ""หญิงซึ่งพระองค์ทรงประทานให้อยู่ข้าพระองค์นั้น นางได้ส่งผลจากต้นไม้ ข้าพระองค์จึงรับประทาน""",105
1,Genesis,ปฐมกาล,OT,1,Law,1003013,3,13,"And the LORD God said unto the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.","พระเยโฮวาห์พระเจ้าตรัสแก่หญิงนั้นว่า ""เจ้าทำอะไรลงไป"" หญิงนั้นทูลว่า ""งูล่อลวงข้าพระองค์ ข้าพระองค์จึงรับประทาน""",112
1,Genesis,ปฐมกาล,OT,1,Law,1003014,3,14,"And the LORD God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:","พระเยโฮวาห์พระเจ้าตรัสแก่งูนั้นว่า ""เพราะเหตุที่เจ้าได้กระทำเช่นนี้ เจ้าถูกสาปแช่งมากกว่าบรรดาสัตว์ใช้งาน และบรรดาสัตว์ในทุ่งนา เจ้าจะเลื้อยไปด้วยท้องของเจ้า และเจ้าจะกินผงคลีดินตลอดวันเวลาในชีวิตของเจ้า",203
1,Genesis,ปฐมกาล,OT,1,Law,1003015,3,15,"And I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.","เราจะให้เจ้ากับหญิงนี้เป็นปฏิปักษ์กัน ทั้งเชื้อสายของเจ้ากับเชื้อสายของนาง เชื้อสายของนางจะกระทำให้หัวของเจ้าฟกช้ำ และเจ้าจะกระทำให้ส้นเท้าของท่านฟกช้ำ""",152
1,Genesis,ปฐมกาล,OT,1,Law,1003016,3,16,"Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.","พระองค์ตรัสแก่หญิงนั้นว่า ""เราจะเพิ่มความทุกข์ยากให้มากขึ้นแก่เจ้าและการตั้งครรภ์ของเจ้า เจ้าจะคลอดบุตรด้วยความเจ็บปวด เจ้ายังต้องการสามีของเจ้า และเขาจะปกครองเจ้า""",164
1,Genesis,ปฐมกาล,OT,1,Law,1003017,3,17,"And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;","พระองค์ตรัสแก่อาดัมว่า ""เพราะเหตุเจ้าได้ฟังเสียงของภรรยาเจ้า และได้กินผลจากต้นไม้ ซึ่งเราได้สั่งเจ้าว่า เจ้าอย่ากินผลจากต้นนั้น แผ่นดินจึงต้องถูกสาปแช่งเพราะตัวเจ้า เจ้าจะต้องหากินบนแผ่นดินนั้นด้วยความทุกข์ยากตลอดวันเวลาในชีวิตของเจ้า",234
1,Genesis,ปฐมกาล,OT,1,Law,1003018,3,18,Thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;,แผ่นดินจะงอกต้นไม้ที่มีหนามและผักที่มีหนามแก่เจ้า และเจ้าจะกินผักในทุ่งนา,73
1,Genesis,ปฐมกาล,OT,1,Law,1003019,3,19,"In the sweat of thy face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken: for dust thou art, and unto dust shalt thou return.","เจ้าจะต้องหากินด้วยเหงื่อไหลโซมหน้าจนกว่าเจ้ากลับไปเป็นดิน เพราะเจ้ามาจากดิน เจ้าเป็นผงคลีดิน และเจ้าจะกลับไปเป็นผงคลีดิน""",122
1,Genesis,ปฐมกาล,OT,1,Law,1003020,3,20,And Adam called his wife's name Eve; because she was the mother of all living.,อาดัมเรียกชื่อภรรยาของเขาว่าเอวา เพราะว่านางเป็นมารดาของบรรดาชนที่มีชีวิต,73
